41038,1,9,7.3
959862,1,6,4.1
44284,2,3,7.0
341798,None,None,7.7
46643,1,4,6.8
989125,5,20,6.4
47745,1,15,3.5
989125,6,5,8.8
47768,1,6,6.2
47702,1,6,5.9
47702,1,3,6.9
47768,1,10,6.9
46593,1,20,8.3
48893,1,2,8.7
50013,1,4,8.0
48893,1,20,8.1
46593,4,1,7.9
46637,3,6,6.9
50013,1,6,8.8
48893,3,2,8.2
161126,3,9,7.0
793361,1,2,5.6
793361,1,5,6.7
793361,1,4,6.5
793361,1,3,6.4
793361,1,1,6.4
793361,1,6,6.1
4280486,1,8,8.1
793361,2,3,5.6
793361,2,2,6.6
793361,2,1,7.0
52511,1,3,8.0
259792,None,None,5.2
48893,4,14,8.8
190181,1,5,7.0
190181,1,1,7.1
341798,4,17,7.5
348926,1,5,5.4
51312,2,1,7.0
190181,1,4,6.2
793361,3,1,7.3
793361,3,3,6.9
793361,3,2,7.0
190181,2,4,5.9
190181,2,8,6.1
190181,2,3,6.9
190181,3,6,6.5
46593,8,2,7.0
320048,1,10,6.5
190181,2,5,6.4
161126,4,27,7.9
190181,2,2,6.8
190181,1,6,6.2
914702,7,8,7.8
161126,4,36,7.2
793361,4,2,7.1
793361,4,1,7.6
793361,5,2,7.4
54532,1,28,6.6
46593,10,17,8.2
259792,None,None,8.0
46593,9,2,7.9
54513,2,1,6.8
46593,9,1,8.9
259792,None,None,8.3
46593,9,10,7.6
55685,1,18,7.2
190181,3,1,6.1
55685,1,4,7.7
259792,None,None,7.8
46593,8,21,6.9
990935,4,21,8.8
2199914,1,7,7.2
46593,9,6,6.5
190181,3,5,7.3
793361,5,1,7.4
55663,None,None,7.4
190181,3,2,7.4
190181,4,2,5.7
190181,5,2,6.3
259792,None,None,8.6
190181,4,7,6.4
46593,10,1,7.0
46593,9,16,7.5
46593,9,15,8.8
190181,4,5,5.8
190181,4,6,7.0
793361,6,1,7.9
242203,3,1,7.6
46593,10,5,7.0
190181,5,8,7.0
46593,10,12,8.4
259792,None,None,7.1
1384817,1,7,8.3
1314953,1,11,7.1
969924,4,2,8.8
497975,1,1,7.5
190181,5,9,7.0
56754,1,23,7.0
793361,7,1,7.0
793361,7,2,7.0
46593,11,7,8.3
190181,5,7,6.9
58853,1,34,8.3
259792,None,None,8.6
46593,12,19,8.5
58853,1,72,8.0
58853,1,17,8.3
58836,1,2,7.6
190181,6,4,6.2
212698,3,11,6.8
58836,1,1,6.2
165593,1,2,7.9
793361,7,3,7.1
58853,1,42,7.9
60028,1,0,7.7
190181,6,3,7.3
58836,1,5,7.0
58853,1,38,7.1
212698,2,15,6.8
1157603,1,1,8.8
58853,1,37,7.7
58853,1,43,7.9
58853,1,62,6.8
58853,1,45,7.4
58853,1,60,7.5
233023,1,2,7.2
165593,2,2,7.1
165593,1,8,7.5
1711895,1,13,7.8
212699,1,27,8.8
815352,None,None,7.9
58836,2,1,8.0
190181,5,11,7.9
58853,1,77,7.7
46593,13,16,7.8
165593,4,3,7.3
793361,7,4,6.9
60028,1,3,7.8
1157603,1,2,8.8
58853,1,70,8.0
58853,1,50,8.8
797756,1,2,6.0
797756,1,1,6.2
46593,14,11,6.7
