90640,83640426,16184,150000000
90878,79711678,80849,100000000
41610,195000874,21840,150000000
08100,61937495,13071,150000000
48126,124051759,21175,180000000
51135,126597121,6576,150000000
76624,165230261,21015,150000000
91210,131564731,2857,150000000
09219,133382309,34817,150000000
06378,73103784,18204,150000000
73408,21379315,2652,150000000
83152,64459316,35161,149000000
47066,34964818,21393,150000000
23254,111505642,5810,145000000
28122,133228348,17944,175000000
91068,216366733,2444,145000000
78266,160201106,2538,142000000
81784,118099659,2097,144000000
49786,201573391,26029,140000000
69872,190418803,14823,140000000
19516,82161969,31523,150000000
29636,143523463,36095,145000000
49755,209364921,21768,145000000
95506,103400692,20645,145000000
69441,110332737,1997,100000000
47814,111110575,11945,140000000
20980,65007045,26490,140000000
06264,257704099,39284,150000000
53072,403706375,40484,139000000
23496,176997107,23378,145000000
98280,31141074,19769,140000000
88878,31704416,2705,135000000
49682,107503316,2530,130000000
22151,129734803,6171,140000000
15224,132122995,1814,137000000
06154,122512052,31958,130000000
21030,68642452,13073,130000000
06934,32131830,15015,137000000
84552,176636816,19761,140000000
86652,126930660,2037,135000000
99551,93926386,1205,150000000
95000,292298923,59177,120000000
24484,63992328,62644,135000000
49016,134518390,5811,150000000
48328,52792307,1950,140000000
22132,183635922,57108,135000000
15192,83024900,17416,135000000
73332,123207194,43291,135000000
46068,83348920,19963,132000000
84814,227137090,17369,110000000
04806,215395021,12754,130000000
46748,180191634,5730,130000000
19864,424645577,49355,130000000
95000,292298923,59177,120000000
82752,177343675,17883,135000000
55508,234277056,12758,132000000
94815,138396624,12954,130000000
81940,149234747,5046,130000000
40288,118311368,12406,110000000
23294,101160529,32355,125000000
85544,77564037,4631,135000000
83672,249358727,33284,130000000
17168,49551662,921,130000000
06366,60522097,14168,130000000
59380,137748063,2945,127500000
58478,113733726,53587,127000000
24292,148337537,46120,130000000
69794,317557891,13191,125000000
15246,33592415,31549,130000000
93632,305388685,48184,140000000
80554,337103873,81385,125000000
96466,217536138,16008,125000000
45528,131536019,1031,103000000
90334,214948780,20952,110000000
76556,209805005,55345,125000000
85546,186830669,22403,125000000
74102,163192114,18003,125000000
91624,119412921,1441,65000000
20657,32694788,1815,85000000
91634,113165635,12175,125000000
37216,107285004,2699,125000000
99324,260031035,4146,123000000
12482,186739919,20553,125000000
87634,215397307,11930,125000000
35986,182618434,2684,140000000
17682,131920333,15302,130000000
95522,124976634,2121,120000000
96586,115802596,14017,110000000
48308,108521835,13752,120000000
10644,100685880,4046,120000000
91144,126464904,24098,130000000
64910,64736114,2682,120000000
15332,93050117,17689,115000000
57888,57637485,17159,105000000
42094,58607007,14161,100000000
80262,43929341,902,120000000
22690,30212620,993,120000000
61416,76418654,12731,117000000
65718,89021735,22004,120000000
89960,380262555,44042,113000000
89952,310675583,42990,115000000
89950,474544677,37723,115000000
50062,187165546,43286,135000000
94627,40911830,15046,115000000
56072,47952020,46719,115000000
61472,190871240,2690,125000000
19700,274084951,87,100000000
31820,67155742,1569,116000000
16614,81638674,8306,135000000
20388,56114221,1261,120000000
85237,250863268,55486,110000000
46616,155181732,16718,110000000
55120,125332007,2958,110000000
55152,113330342,19454,110000000
49903,125531634,19359,110000000
23780,186336103,22722,120000000
46428,129995817,22622,110000000
02023,102608827,34582,110000000
96546,42776259,1173,112000000
90838,98780042,13391,120000000
23256,106369117,10583,110000000
84564,142614158,692,110000000
59632,50026353,13607,110000000
65076,66002193,12452,110000000
81884,85463309,22254,110000000
15270,71017784,914,105000000
86162,48068396,2027,160000000
19786,61656849,12908,110000000
49040,134520804,13961,110000000
11455,313837577,22342,93000000
19942,24004159,3175,110000000
36230,58183966,14196,107000000
64286,100446895,2762,109000000
56302,140015224,3382,133000000
13896,104374107,2480,105000000
47038,228430993,14831,108000000
38214,6712451,3133,90000000
21100,101643008,29069,90000000
21706,187670866,6521,103000000
01372,132014112,12546,102000000
83628,261970615,35672,100000000
86660,167007184,9125,150000000
63184,180011740,2776,100000000
69484,204843350,2829,102000000
12118,97030725,64599,100000000
02560,130127620,20354,100000000
54978,146282411,4528,115000000
55307,65452312,19906,100000000
21724,148383780,24082,100000000
61386,119219978,20233,100000000
54190,101228120,3454,100000000
61726,162804648,40978,100000000
44854,100117603,4842,100000000
08256,89296573,2039,100000000
91690,85017401,57881,92000000
08116,173005002,13679,100000000
81292,75030163,4487,100000000
28970,77222184,1738,100000000
47066,34964818,21393,150000000
91264,107515297,14552,100000000
45142,67631157,55175,100000000
17042,66862068,3903,83000000
41892,57366262,33160,100000000
19956,116866727,46057,100000000
30184,184031112,2880,100000000
15238,54700065,2031,105000000
95464,27098580,22686,102000000
92339,55673333,4286,80000000
52778,40198710,3144,100000000
09168,72660029,16235,100000000
08264,38120554,26940,140000000
45030,49392095,10552,100000000
01166,39292022,52610,90000000
47376,28772222,3962,105000000
43566,17010646,1195,84000000
47364,24985612,28328,100000000
16832,4411102,6161,100000000
21958,35024475,13761,100000000
61302,130174897,309,99000000
35635,10200000,1722,10000000
54472,202007640,15972,98000000
97352,77679638,47657,100000000
10063,9213,23240,94000000
63146,58867694,25590,100000000
55860,59475623,13748,90000000
20692,108638745,4270,92000000
91652,86897182,9271,95000000
07368,63540020,39319,93000000
71902,95328937,4555,100000000
27243,50802661,3372,95000000
91516,161317423,25354,95000000
03066,201148159,4671,95000000
80036,43982842,2370,65000000
20768,380838870,5641,94000000
87360,377019252,6434,94000000
10636,340478898,23052,94000000
46414,17176900,17098,95000000
37226,131144183,12150,115000000
23330,23014504,54031,100000000
55118,181166115,2574,93000000
81660,176740650,13118,93000000
10920,71148699,1614,90000000
06106,67344392,15481,92000000
55484,22406362,5780,107000000
89634,261437578,1901,92000000
27580,11000000,3611,98000000
80516,88761720,14024,95000000
44914,250147615,12998,90000000
35010,245823397,21275,90000000
30792,81557479,25780,100000000
05748,226138454,664,90000000
72306,155370362,12890,100000000
20794,124870275,1227,100000000
66365,196573705,1258,90000000
20014,58229120,5095,90000000
37186,125305545,15419,92000000
99552,132373442,45648,90000000
58388,120618403,4478,90000000
97394,110416702,23484,92000000
81232,102515793,20388,90000000
93322,100012500,14274,90000000
64810,209019489,23996,90000000
24644,84037039,15237,120000000
31574,85884815,38450,90000000
25180,83077470,14165,75000000
60144,100018837,13446,90000000
02270,78747585,35367,88000000
12720,78616689,6217,100000000
25606,75817994,2622,90000000
25820,100853835,12289,90000000
41308,73209340,2356,95000000
17666,72515360,2100,80000000
15322,68558662,10882,90000000
25703,65653758,33154,95000000
43152,64685359,23031,90000000
04168,61355436,475,68000000
99466,26871,12499,92000000
13630,60874615,4902,90000000
76520,143618384,12071,90000000
82789,58220776,55254,100000000
86036,47474112,5062,90000000
27637,42877165,26088,86000000
67626,35168677,15149,100000000
20388,56114221,1261,120000000
81734,37567440,2024,20000000
73915,61644321,2523,88000000
41804,190562,2728,90000000
10350,120147445,13808,87000000
28924,241688385,26239,92000000
98048,144512310,45327,38000000
73952,233630478,15838,90000000
96238,197992827,70996,100000000
01972,176049130,14161,75000000
54368,172620724,23603,85000000
40772,183405771,13028,85000000
81926,20315324,27694,75000000
95438,148313048,37142,85000000
08270,127706877,662,85000000
85734,126149655,36237,85000000
86312,66941559,4182,85000000
81934,78009155,3768,75000000
44398,63224849,17423,85000000
78614,111544445,11951,90000000
56528,112703470,15226,85000000
96806,117144465,43499,85000000
79232,84303558,6081,85000000
23286,150832203,22226,85000000
08622,51396781,5103,68000000
91772,47592825,16930,85000000
70930,50016394,2407,70000000
97535,57010853,2380,85000000
39466,62494975,1235,85000000
85516,46440491,2707,100000000
54416,44606335,23950,90000000
06050,40048332,1460,85000000
57404,64933670,11454,85000000
04994,31494270,12687,60000000
54008,31111260,1439,60000000
44528,123307945,2818,65000000
64303,153288182,6355,84000000
63738,13401683,578,35000000
10412,137340146,12700,70000000
93299,43575716,3326,85000000
14192,80170146,21863,85000000
11477,75754670,3632,85000000
40948,33048353,36928,65000000
40800,34543701,5839,82000000
15327,242589580,21276,81000000
56528,102981571,46355,80000000
74202,180965237,12760,80000000
90632,407999255,49942,78000000
34830,254455986,16143,80000000
91282,162831698,2899,80000000
86650,155019340,22813,80000000
88106,145771527,3112,80000000
40128,140459099,22750,75000000
54756,53215979,25220,84000000
98544,158115031,13693,82000000
41164,133103929,4073,75000000
10726,133668525,39269,80000000
38246,130313314,44798,80000000
82060,124590960,22679,80000000
75208,127968405,29585,80000000
69436,120136047,9913,80000000
48504,128200012,1804,75000000
26732,112225777,17087,80000000
85270,109993847,12831,80000000
82143,104054514,16828,80000000
73326,103028109,16325,80000000
73988,101087161,15362,75000000
11310,101111837,5637,80000000
47234,95632614,61110,79000000
43608,94822707,44797,80000000
38844,92969824,50005,80000000
00440,91188905,17786,80000000
00874,90443603,15001,80000000
40382,82226474,1267,65000000
10164,79363785,22194,80000000
54458,76081498,8355,75000000
45994,85707116,20411,68000000
20828,74329966,12729,70000000
05518,100169068,4394,80000000
66813,73215310,14261,80000000
84540,80360866,5392,80000000
74790,69102910,12186,80000000
91362,65948711,20056,80000000
92730,169692572,26839,80000000
08254,60507228,814,80000000
24972,56684819,1919,80000000
08298,50628009,10731,90000000
21722,69772969,25942,80000000
49848,45356386,2864,75000000
24900,55350897,49631,85000000
35046,39442871,25190,80000000
38014,37899638,27114,88000000
12640,37754208,22590,70000000
43476,38542418,18132,80000000
46309,34566746,1825,80000000
23186,32885565,25126,80000000
20036,36073232,1971,80000000
28574,21471685,971,44000000
86788,20950820,5593,80000000
71706,19673424,619,80000000
03156,19480739,43887,80000000
98196,17593391,4346,80000000
00490,18318000,2521,80000000
08294,27356090,16922,90000000
16502,17473245,2,70000000
63286,15131330,683,86000000
79918,19406406,152,40000000
83183,1891821,1890,52000000
23208,23219748,1099,80000000
44184,170708996,2827,58000000
05098,422783777,6458,45000000
97514,103812241,27842,79000000
19704,119793567,848,78000000
65882,92930005,35867,78000000
48868,67286731,36925,100000000
81952,74158157,27405,79000000
55152,127083765,25296,76000000
17732,1339152,30230,81200000
08926,15071514,2323,80000000
98450,26000610,28050,76000000
48234,323505540,4782,75000000
18796,66462600,4714,78000000
10676,368049635,11905,76000000
10704,306124059,16785,75000000
45008,229074524,1635,73000000
06156,193136719,1777,75000000
99176,35286428,16479,76000000
48842,157299717,21397,75000000
00696,134568845,25763,75000000
86964,134006721,15999,75000000
17398,195329763,1815,80000000
55346,120776832,12952,75000000
43260,118823091,1673,75000000
22257,41814863,1970,50000000
37740,97360069,5320,75000000
19928,117698894,13312,75000000
97946,162001186,28497,80000000
40590,77032279,16199,60000000
85006,73023275,5174,35000000
22361,68473360,3424,75000000
61424,66636385,60646,75000000
97116,160762022,63165,75000000
32829,103338338,2856,70000000
27200,55808744,15889,53000000
62938,47379090,2529,70000000
79596,43426961,16580,70000000
40830,47000485,25206,75000000
99872,45434443,15735,75000000
47790,42044321,12522,80000000
69976,73661010,17299,75000000
99000,41523271,13934,80000000
13071,37600435,1695,55000000
52036,39251128,804,75000000
97808,83503161,16691,75000000
93460,34636443,103354,52000000
79616,22751979,15857,75000000
45328,30013346,14028,75000000
62644,14567883,2542,75000000
69874,5409517,5580,75000000
28813,21009180,4397,45000000
18520,94999143,33645,75000000
99854,336029560,13616,74000000
76494,36381716,7067,82000000
97406,55585389,15269,69000000
84172,36976367,1044,75000000
48038,107225164,24350,73000000
77182,70224196,13827,70000000
27002,51814190,11852,75000000
76374,47456450,5187,70000000
49368,148213377,12410,73000000
79531,112950721,3287,72000000
75286,75600000,1976,72000000
81248,62647540,15850,70000000
33708,183132370,3086,75000000
04121,27796042,4310,72000000
63298,32616869,14780,72000000
77108,18947630,55,59660000
36876,114195633,7273,60000000
39500,144156464,4166,71500000
87870,227965690,1675,72000000
55390,436471036,1148,150000000
60612,244052771,4905,120000000
10020,152149590,12790,70000000
15216,141204016,14790,70000000
26810,162495848,5217,74000000
59780,136448821,3667,80000000
75590,120523073,36741,75000000
50162,119654900,64259,70000000
09168,72660029,16235,100000000
79526,117541000,16595,70000000
75738,116643346,14486,80000000
59711,100614858,11458,68000000
19674,42272747,5609,70000000
70263,80281096,3222,60000000
75094,219613391,5227,75000000
22711,78120196,6181,75000000
06232,98895417,31782,70000000
99077,70117571,6207,58000000
22768,83552429,4001,70000000
84638,66257002,16138,70000000
73176,65012000,1439,70000000
81954,79883359,46726,66000000
23200,78031620,27674,70000000
00298,54222000,4074,69500000
10004,52474616,1579,70000000
45984,55942830,5178,70000000
34658,40932372,32563,70000000
73020,38345403,16034,70000000
05304,37901509,12226,70000000
12650,48430355,18510,70000000
96796,30157016,12993,70000000
31732,28031250,13517,60000000
36166,33105600,1576,70000000
85632,62321039,5861,70000000
91210,38509342,712,75000000
79546,19076815,15916,60000000
81868,25093607,49608,35000000
49694,18990542,2763,70000000
94816,14294842,1846,70000000
70418,19819494,13628,70000000
13826,13596911,3734,70000000
45830,8460990,6946,70000000
46224,7097125,28129,70000000
46156,37760080,12871,70000000
00148,5851188,1899,70000000
19758,25121291,15708,50000000
23160,18821279,1520,70000000
28489,118471320,12556,68000000
55306,300523113,52547,68000000
65632,71069884,32871,68000000
24212,251501645,11608,69000000
22155,35324232,1132,68000000
46726,81257500,30010,68000000
71780,617840,1829,70000000
45542,29655590,3986,65000000
41978,45045037,3393,36000000
74334,28965197,18216,68000000
18454,39380442,29824,70000000
91256,37516013,8281,69000000
93712,87704396,1302,66000000
67278,83892374,4230,66000000
62396,5932060,14625,35000000
81678,216119491,44998,70000000
23230,43568507,7081,66000000
17222,182805123,5838,70000000
67128,176387405,5437,59000000
18162,33685268,12194,68000000
95500,182204440,25517,65000000
23416,171383253,18563,63000000
90506,172071312,17171,62000000
91624,119412921,1441,65000000
32969,139225854,5265,60000000
67530,148775460,46204,61000000
69972,115731542,17768,65000000
79591,100468793,11264,65000000
19169,93771072,12396,65000000
56662,100448498,23018,65000000
46118,115603980,2938,65000000
05742,90454043,17771,65000000
51946,84049211,15229,70000000
28632,70450000,2913,50000000
46612,69688384,16452,60000000
40907,70236496,14421,63000000
10654,63695760,12850,65000000
90926,59617068,1375,65000000
97162,55637680,11424,65000000
97334,85911262,4796,65000000
04500,53846915,11943,50100000
85738,54758461,29808,65000000
59013,52397389,19764,65000000
85640,38966057,1409,65000000
95418,42345531,17913,65000000
75316,36064910,28643,45000000
71222,33328051,1531,65000000
40860,32598931,1013,65000000
06375,28045540,32232,65000000
16314,37023395,13209,63000000
42415,43532294,12088,65000000
41814,17218080,15944,70000000
73666,10014234,3580,65000000
70212,24407944,7048,43000000
23102,13750556,49433,65000000
56934,31054924,16710,64000000
46920,43247140,2131,55000000
14520,2208939,253,50000000
86646,213079163,2725,63000000
77298,19548064,23365,65000000
06230,356784000,2129,63000000
35859,25052000,5708,63000000
77626,122012710,14178,62000000
72840,72413,58,65000000
30304,58255287,6334,64000000
41926,77086030,14931,62000000
98394,65000000,2668,62000000
28602,32178777,6658,62000000
33142,15738632,14536,42000000
47408,54116191,49912,44000000
49906,118153533,13232,61000000
67698,108012170,2558,63000000
91292,210592590,32360,65000000
49316,279167575,24938,80000000
43512,143151473,4811,60000000
60732,136801374,17716,60000000
94138,135381507,2252,150000000
81686,167735396,4348,61000000
98326,121468960,13249,60000000
47832,106635996,1784,58000000
29870,102678089,2321,95000000
20382,125603360,3698,60000000
59774,101217900,1195,70000000
79519,104148781,4050,60000000
15298,75573300,20148,61000000
23912,93375151,4171,60000000
99176,106126012,35084,60000000
76212,93307796,2636,60000000
38550,90646554,25788,105000000
85186,109176215,8172,60000000
55294,82670733,14006,60000000
99539,82569532,20348,60000000
22304,80574010,20440,60000000
90685,75764085,16646,60000000
45520,90356857,24928,58000000
08128,75530832,20761,55000000
22840,75370763,20683,60000000
11458,100003492,13581,65000000
65416,90341670,14611,60000000
49710,74540762,4496,55000000
86718,80033643,16385,60000000
59484,73648142,3697,60000000
25320,71844424,679,60000000
81802,75638743,13634,60000000
42950,66734992,1233,60000000
29700,75280058,647,60000000
23182,64505912,13654,48000000
08252,77862546,20454,70000000
33146,61112916,24664,50000000
10660,88200225,3943,60000000
56776,60573641,4530,60000000
48864,59035104,1112,66000000
20633,56702901,4713,60000000
91694,55994557,13597,60000000
33290,54910560,38227,60000000
19244,53789313,3637,60000000
98256,51045801,3653,60000000
06342,50818750,13403,60000000
90095,50189179,2018,60000000
14781,50024083,2318,60000000
23172,50549107,1411,60000000
47452,56443482,75793,60000000
47654,62401264,20276,60000000
37302,47748610,3090,75000000
10284,46975183,1640,61000000
45954,50807639,3151,60000000
58412,46611204,4294,48000000
23198,257756197,22128,60000000
85307,48472213,4305,45000000
50047,43060566,53024,60000000
03054,45996718,34738,60000000
74806,43337279,12258,60000000
01550,37479778,24458,60000000
22752,40559930,10623,60000000
93650,36830057,2151,65000000
91318,36279230,1352,60000000
20436,42194060,22668,70000000
53754,43119879,31224,60000000
38524,35096190,1395,60000000
81792,43290977,7053,80000000
41174,33927476,1976,40000000
68200,32122249,22889,60000000
17504,40076438,38809,60000000
68602,32940507,16536,60000000
37276,31670931,23745,60000000
94930,30695227,34774,60000000
94414,32522352,36897,60000000
29774,26082914,993,87000000
21660,29136626,1417,60000000
53398,26288320,11301,60000000
87314,26616590,2525,60000000
90846,623279547,87697,220000000
95534,30063805,2109,60000000
72940,22518325,22833,50000000
29944,13082288,12634,60000000
72020,18208078,3012,60000000
24006,14218868,1262,65000000
23206,22451,22447,60000000
19532,31165421,10247,60000000
70889,11802056,1865,60000000
67274,25472967,1467,30000000
31369,22362500,15275,55000000
94238,17281832,5329,60000000
45768,19781879,20881,60000000
45616,7605668,42683,60000000
60780,4535117,26564,60000000
34902,4426297,12947,35000000
15064,10166502,12133,80000000
73732,363024263,18239,58000000
93694,12065985,2367,60000000
46192,350123553,16277,58800000
85694,80021740,5497,58000000
66078,35231365,6299,60000000
56914,53715611,14574,63000000
11002,31199215,589,58000000
14228,29580087,3150,58000000
06384,44665963,5081,58000000
86300,60128566,16098,60000000
97882,49875589,4416,58000000
88057,60984028,45271,57000000
91174,36931089,16484,70000000
16136,51317350,2710,57000000
67479,28328132,9814,58000000
17380,51774002,16121,57000000
40064,25528495,23325,57000000
95699,113006880,16884,56000000
60270,45860039,14146,56000000
29676,329691196,15700,55000000
98288,217326336,2847,60000000
86858,166225040,24286,55000000
37206,141600000,26754,55000000
66414,134218018,12940,55000000
39930,128769345,3155,54000000
40212,177575142,13426,70000000
13762,105263257,4518,55000000
37650,104354205,5713,55000000
19750,107100855,16281,55000000
13980,98711404,39822,55000000
87850,100328194,2638,50000000
45940,101530738,37605,55000000
10608,93815117,7184,55000000
71121,91400000,30132,53000000
10744,162586036,11036,55000000
08790,89706988,2287,55000000
20604,83000000,3888,55000000
60412,78745923,13905,55000000
66697,70098138,3983,30000000
74452,66365290,22458,55000000
78194,66207920,1959,30000000
69574,63408614,14432,55000000
77914,58422650,25599,55000000
84894,56932305,939,55000000
74820,68750000,2916,55000000
84504,68218041,2820,55000000
65556,25040293,7247,55000000
40108,55747724,3104,55000000
45546,55473600,1543,50000000
17644,49994804,164,55000000
11790,41609593,24270,55000000
16409,38553833,1752,55000000
50210,76137505,3697,55000000
91622,34350553,2488,68000000
95722,34238611,2248,55000000
98364,34098563,13406,55000000
35146,33828318,14036,55000000
05728,33472850,10026,55000000
06142,31051126,6254,55000000
44292,35707327,12840,55000000
08388,20550712,31014,50000000
08732,18573791,24618,55000000
12096,51225796,20660,70000000
14055,16264475,16899,55000000
68746,25857987,10185,62000000
02021,12870569,1671,56000000
29168,11466088,3952,71000000
04112,16088610,3742,55000000
23268,51178893,6089,50000000
05790,6768055,2260,57000000
89744,39440655,4315,55000000
44510,6167817,405,47000000
19067,81645152,15371,54000000
11704,69951824,14727,55000000
03060,9483821,25418,55000000
99674,66676062,16949,54000000
59294,26838389,12700,57000000
99930,5660084,286,54000000
92836,7221458,27614,55000000
14030,70327868,26527,46000000
14356,58297830,6017,50000000
03009,57386369,2601,52500000
06760,45207112,13390,53000000
46926,62563543,63769,53000000
93058,33574332,24468,90000000
07080,73343413,22517,50000000
25392,25031037,22186,53000000
61028,22843047,2397,55000000
77904,5755286,26334,55000000
63386,164435221,48153,52000000
03040,95720716,2759,40000000
14164,118683135,8315,52000000
78774,143704210,26002,52000000
59766,110476776,45696,52000000
20898,80270227,2297,50000000
16245,36385763,1937,52000000
24120,37035845,28045,52000000
53616,34580635,209,52000000
67090,42438300,24183,52000000
83430,23324666,488,52000000
79514,23020488,2422,52000000
45214,296623634,64040,50000000
86820,267652016,275,60000000
73364,62453315,14607,50200000
72328,165500000,38518,48000000
75416,153620822,12182,50000000
91396,218628680,21773,50000000
67106,147637474,1474,50000000
99079,135014968,74382,50000000
19942,2175312,28176,50000000
10616,126203320,26826,50000000
29620,126975169,3388,50000000
57850,125548685,10003,52000000
51127,105807520,14087,50000000
23502,191616238,19428,50000000
10148,105264608,25697,60000000
11830,97680195,29505,70000000
48102,126088877,14569,50000000
79038,91030827,9988,50000000
92554,150315155,10886,50000000
46104,127997349,62837,50000000
43976,88504640,19148,45000000
08740,81517441,3148,50000000
25908,81022333,1761,50000000
15380,79948113,13421,50000000
53216,88658172,37967,50000000
62254,73701902,6729,60000000
81838,75605492,53094,50000000
44182,67823573,30383,50000000
23236,91439400,16967,50000000
11852,67128202,14007,65000000
42402,70496802,22417,54000000
00471,60470220,428,50000000
02427,58336565,11124,50000000
03484,66002004,2177,50000000
43104,54997476,3341,50000000
46094,55682070,11946,50000000
65504,52752475,2583,50000000
73330,55092830,15608,60000000
94916,50815288,14747,50000000
11210,52822418,3580,50000000
16346,50150619,19513,50000000
92206,48745150,101383,50000000
23724,50007168,19139,50000000
19173,48154732,15569,50000000
09622,48265581,1397,50000000
04814,46982632,1933,50000000
75804,44737059,24024,50000000
90690,56724080,8398,50000000
21444,44484065,20152,50000000
23444,47553512,1367,50000000
69854,42610000,1093,55000000
50460,41482207,19610,50000000
45990,47105085,30183,50000000
38044,41256277,1289,50000000
18627,50740078,16791,45000000
17198,40203020,15634,40000000
82520,40905277,19739,50000000
74634,38590500,1860,50000000
24774,39177541,14899,50000000
11276,39778599,29461,50000000
50028,37486138,2052,50000000
07736,38105077,701,40000000
00848,35168395,25469,50000000
69166,32800000,3016,40000000
52404,33643461,20061,50000000
38636,32741596,14344,50000000
36584,31874869,34606,50000000
33938,30306268,58528,50000000
09246,27667947,1344,50000000
23464,27067160,14706,50000000
06150,26616999,1300,40000000
97498,26536120,3357,50000000
55174,26199517,18635,50000000
11786,25450527,7654,50000000
74244,25407250,15935,50000000
17764,23159305,16358,70000000
87159,24006726,15757,50000000
48128,20389967,12786,50000000
89992,19593740,32637,50000000
80206,19118247,6171,40000000
46422,26442251,16992,50000000
08243,17114882,17211,25000000
44314,18472363,25049,50000000
51137,14131298,144,390000000
76514,21557240,45202,49900000
81888,21283440,8018,55000000
86852,10556196,2606,50000000
10352,16671505,2949,50000000
90202,10400000,15820,50000000
86816,9528092,10191,22000000
60198,10137232,5702,50000000
50916,9795017,5461,50000000
15768,20488579,29926,50000000
99154,19445217,3580,60000000
66949,8355815,52885,55000000
47620,28837115,24107,50000000
60444,6471394,11972,50000000
81151,6291602,3954,50000000
35852,10706786,16481,50000000
91592,8742261,1385,18000000
47440,43905746,32831,49000000
98987,21413502,2795,40000000
62770,124107476,1418,48000000
80496,197171806,12884,48000000
46408,31569268,23051,49000000
45681,66488090,29748,48000000
21836,95308367,18141,48000000
93182,60652036,3743,48000000
14763,1206135,27666,50000000
93756,56607223,1823,48000000
72152,50173190,33615,48000000
35423,47095453,22209,48000000
66204,37879996,5390,48000000
15159,25900000,18793,58000000
50399,53574088,33548,55000000
68992,89253340,16967,48000000
93482,37339525,3768,48000000
58414,60154431,3718,47000000
05756,103738726,2096,100000000
00064,69304264,4660,48000000
77688,29781453,4796,48000000
08353,15519841,6863,47000000
17002,5600000,8349,47000000
75314,126805112,12344,46000000
03228,93607673,9176,48000000
35290,67263182,15658,46000000
04048,92001027,6315,45000000
22216,10539414,14619,47000000
74390,58918501,33233,46000000
05158,181395380,2070,45000000
48188,14946229,2104,25000000
19030,130512915,3244,45000000
95450,139852971,16410,45000000
06047,110000082,3629,48000000
74040,106807667,1574,45000000
22480,101702060,17925,45000000
04438,95149435,15362,40000000
